,bedrooms,bathrooms,sqft_living,floors,yr_built,zipcode,waterfront_view,landscape_view,condition_evaluation,grade_evaluation,renovated,price/sqft
407,3,2,1570,1,1998,98092,No,No,Regular,Regular,No,177.39
408,4,2,1930,2,1995,98055,No,No,Regular,Regular,No,189.09
409,4,3,2840,1,1986,98038,No,No,God,Good,No,295.77
410,3,2,1550,2,1991,98031,No,No,Regular,Regular,No,172.9
411,2,1,833,1,2006,98070,No,No,Regular,Regular,No,621.29
412,3,2,2990,2,1978,98077,No,No,God,Regular,No,211.68
413,3,2,2000,2,1995,98034,No,No,Regular,Good,No,288.75
414,4,1,2390,1,1920,98178,No,No,Regular,Regular,No,141.84
415,3,1,2910,1,1967,98052,No,No,God,Regular,No,195.88
416,4,1,2085,1,1964,98024,No,No,Regular,Regular,No,270.26
417,4,2,2200,1,1962,98133,No,No,Really Good,Regular,No,192.27
418,3,2,1860,2,2012,98019,No,No,Regular,Regular,No,190.86
419,5,4,6070,2,1999,98024,No,No,Regular,Good,No,255.35
420,2,1,950,1,1941,98103,No,No,Regular,Regular,No,507.37
421,3,1,1600,1,1955,98006,No,No,Really Good,Regular,No,390.62
422,3,2,2250,2,1988,98056,No,No,Regular,Regular,No,239.11
423,3,2,2280,2,1985,98058,No,No,God,Regular,No,166.67
424,2,1,940,1,1909,98122,No,No,Regular,Regular,No,398.94
425,3,2,1530,1,1996,98038,No,No,Really Good,Regular,No,160.13
426,5,1,2190,1,1947,98166,No,No,God,Regular,Yes,141.55
427,3,2,2350,1,1976,98004,No,No,God,Regular,No,553.19
428,4,2,1440,1,1971,98034,No,No,Regular,Regular,No,275.69
429,3,2,2200,2,2005,98058,No,No,Regular,Regular,No,165.91
430,4,3,2290,2,1990,98042,No,No,Regular,Good,No,143.45
431,4,3,4040,2,1987,98052,No,No,Regular,Good,No,244.55
432,4,2,2610,1,1922,98103,No,No,Really Good,Regular,No,383.14
433,3,2,1490,2,2005,98055,No,No,Regular,Regular,No,159.06
434,4,2,2450,2,2003,98011,No,No,Regular,Regular,No,214.29
435,4,2,1710,1,1976,98006,No,No,Regular,Good,Yes,438.01
436,5,2,4870,2,1983,98074,No,No,Regular,Good,No,148.36
437,3,2,3130,2,1991,98052,No,No,Regular,Good,No,269.33
438,2,2,1270,3,2000,98115,No,No,Regular,Regular,No,344.88
439,3,1,2120,1,1977,98146,No,No,Regular,Regular,No,272.64
440,3,1,1670,1,1954,98001,No,No,Really Good,Regular,No,136.5
441,3,2,2070,2,1974,98001,No,No,Regular,Regular,No,94.69
442,2,1,1420,1,1953,98105,No,No,Regular,Regular,No,451.41
443,3,1,1250,1,1980,98038,No,No,God,Regular,No,280.0
444,3,1,940,1,1960,98032,No,No,God,Regular,No,218.09
445,3,1,1920,1,1968,98072,No,No,Regular,Regular,No,208.33
446,3,2,3545,1,2005,98027,No,No,Regular,Good,No,290.55
447,3,2,1260,1,1972,98034,No,No,Regular,Regular,No,400.79
448,5,2,2340,1,1975,98034,No,No,Regular,Regular,No,202.99
449,3,2,2590,1,1977,98028,No,No,Really Good,Regular,No,200.77
450,3,4,3970,2,1977,98034,No,No,Regular,Good,Yes,365.24
451,3,1,1220,1,1965,98011,No,No,Regular,Regular,No,273.36
452,3,1,1400,1,1976,98038,No,No,God,Regular,No,165.71
453,3,2,2360,1,1983,98006,No,No,God,Regular,No,292.84
454,3,1,1870,1,1960,98040,No,No,God,Regular,No,433.69
455,3,2,2830,2,2001,98028,No,No,Regular,Good,No,194.7
456,3,2,2260,2,1994,98072,No,No,Regular,Regular,No,219.69
457,3,3,1970,2,1980,98070,Yes,No,God,Good,No,357.87
458,4,2,3140,1,1966,98055,No,No,Really Good,Good,No,184.08
459,3,1,1240,1,1986,98042,No,No,Really Good,Regular,No,205.65
460,4,3,3450,2,2007,98006,No,No,Regular,Good,No,304.35
461,3,2,2570,2,1989,98042,No,No,God,Regular,No,135.41
462,3,2,1510,2,1985,98031,No,No,Regular,Regular,No,152.32
463,4,2,2390,2,1988,98023,No,No,Regular,Good,No,150.42
464,3,1,980,1,1953,98133,No,No,Regular,Regular,No,336.73
465,1,0,430,1,1912,98014,No,No,Bad,Bad,No,186.05
466,3,1,1480,1,1954,98133,No,No,Regular,Regular,No,314.19
467,4,2,1850,2,1997,98042,No,No,Regular,Regular,No,175.68
468,3,2,2270,1,1947,98168,No,No,God,Regular,No,150.0
469,3,2,1810,2,1993,98038,No,No,Regular,Regular,No,189.23
470,2,2,1610,2,1930,98178,No,No,Regular,Regular,Yes,180.68
471,3,4,3840,2,2000,98074,No,No,Regular,Good,No,226.22
472,4,2,4110,2,1928,98125,No,Yes,Regular,Good,Yes,291.73
473,4,3,4190,2,2000,98074,No,No,Regular,Good,No,274.46
474,4,2,3390,2,2011,98074,No,No,Regular,Good,No,253.66
475,4,2,1890,2,2003,98029,No,No,Regular,Regular,No,275.13
476,3,2,1610,2,2005,98118,No,No,Regular,Good,No,285.71
477,3,1,1050,1,1949,98115,No,No,Regular,Regular,No,418.02
478,2,1,630,1,1918,98126,No,No,Regular,Regular,No,500.0
479,4,2,2910,1,1975,98033,No,No,Regular,Regular,No,202.75
480,4,1,1700,1,1955,98006,No,No,Regular,Regular,No,222.65
481,3,2,1950,2,1990,98042,No,No,God,Good,No,168.46
482,3,3,2990,2,1973,98005,No,No,God,Regular,No,284.26
483,3,1,1350,1,1950,98136,No,No,Regular,Regular,No,388.89
484,4,3,4860,2,1993,98074,No,No,Regular,Good,No,284.98
485,4,2,2160,1,1978,98023,No,No,God,Regular,No,136.57
486,6,3,4860,2,1998,98006,No,No,Regular,Good,No,219.55
487,2,2,890,1,1917,98118,No,No,Regular,Regular,No,233.65
488,4,2,2810,2,2002,98075,No,No,Regular,Good,No,249.07
489,5,2,3400,2,1977,98027,No,Yes,God,Regular,No,376.47
490,4,1,1580,1,1963,98052,No,No,God,Regular,No,286.08
491,3,2,1680,1,1987,98055,No,Yes,God,Regular,No,220.24
492,3,1,1300,1,1968,98042,No,No,Really Good,Regular,No,178.46
493,5,2,2820,2,1960,98034,No,No,God,Regular,No,237.57
494,3,2,1510,1,1972,98034,No,No,Regular,Regular,No,263.25
495,2,2,1230,2,2004,98112,No,No,Regular,Regular,No,398.37
496,4,2,2110,2,1925,98116,No,No,Regular,Good,Yes,343.6
497,3,2,3080,1,1958,98032,No,No,God,Regular,No,97.08
498,2,1,1490,1,1900,98116,No,No,God,Regular,No,419.46
499,3,2,2120,2,2000,98065,No,No,Regular,Regular,No,206.37
500,4,2,3180,2,2003,98065,No,No,Regular,Good,No,204.4
501,2,1,1490,1,1929,98117,No,No,Regular,Regular,No,318.79
502,3,2,1930,1,1966,98042,No,No,God,Regular,No,177.2
503,4,2,2770,2,1999,98033,No,No,Regular,Good,No,432.26
504,3,1,1670,1,1963,98055,No,No,God,Regular,No,167.66
505,2,1,1330,1,1993,98188,No,No,Regular,Regular,No,180.45
506,3,1,1210,1,1924,98107,No,No,God,Regular,No,437.19
507,3,1,1190,1,1941,98136,No,No,God,Regular,No,371.43
508,2,1,1540,1,1946,98119,No,No,God,Regular,No,399.35
509,4,3,4030,2,2006,98033,No,No,Regular,Good,No,368.49
510,4,1,2430,1,1981,98052,No,No,God,Regular,No,240.74
511,4,2,2600,2,2005,98059,No,No,Regular,Regular,No,184.62
512,5,3,4410,2,1990,98053,No,No,God,Good,No,248.3
513,4,1,1330,1,1949,98133,No,No,Regular,Regular,No,218.05
514,3,1,1900,1,1951,98116,No,No,Really Good,Regular,No,323.68
515,2,1,1100,1,1950,98133,No,No,God,Regular,No,272.73
516,3,1,1980,1,1932,98030,No,No,Regular,Regular,No,155.56
517,3,2,2400,2,2001,98033,No,No,Regular,Good,No,312.5
518,4,2,4760,2,1916,98112,No,No,Really Good,Good,No,472.69
519,4,3,3180,2,2005,98059,No,No,Regular,Good,No,279.87
520,3,1,1190,1,1958,98058,No,No,Really Good,Regular,No,242.02
521,2,1,630,1,1943,98178,No,No,Regular,Regular,Yes,301.59
522,5,3,2530,1,2005,98133,No,No,Regular,Regular,No,203.56
523,4,1,1690,1,1930,98055,No,No,God,Regular,No,139.05
524,2,1,940,1,1951,98126,No,No,Regular,Regular,No,292.55
525,2,2,1240,1,1952,98004,No,No,God,Regular,No,586.69
526,4,2,3040,2,2003,98053,No,No,Regular,Regular,No,213.82
527,6,5,6050,2,2001,98024,No,No,Regular,Good,No,264.46
528,4,1,1590,1,1944,98125,No,No,Regular,Regular,No,229.56
529,3,1,2500,1,1984,98052,No,No,Regular,Good,No,264.8
530,3,2,1780,1,1978,98038,No,No,Regular,Regular,No,151.97
531,2,1,1360,2,1978,98092,No,No,Regular,Regular,No,147.06
532,4,3,4740,2,1987,98075,No,No,Regular,Good,No,204.64
533,3,1,1010,1,1962,98198,No,No,God,Regular,No,158.42
534,3,1,1040,1,1971,98010,No,No,God,Regular,No,196.15
535,3,2,1610,2,1985,98058,No,No,God,Regular,No,222.36
536,4,1,1570,1,1979,98011,No,No,Regular,Regular,No,287.9
537,2,2,1510,1,1900,98103,No,No,God,Regular,No,394.04
538,3,2,1360,1,1994,98042,No,No,Regular,Regular,No,183.09
539,4,2,1970,2,1999,98055,No,No,Regular,Regular,No,176.09
540,3,2,5403,2,1976,98166,Yes,No,God,Good,No,393.3
541,4,2,1560,2,2003,98056,No,No,Regular,Regular,No,179.49
542,4,1,2320,1,1973,98032,No,No,God,Regular,No,137.45
543,3,2,2120,1,1967,98075,No,No,Regular,Regular,No,250.0
544,3,2,2120,2,1983,98031,No,No,God,Regular,No,176.89
545,4,2,3350,2,1988,98052,No,No,Regular,Good,No,271.64
546,4,2,2380,2,1991,98006,No,No,God,Good,No,328.57
547,2,2,1070,2,2008,98106,No,No,Regular,Good,No,242.94
548,4,2,2300,1,1979,98058,No,No,God,Regular,No,136.96
549,2,1,1320,1,1943,98168,No,No,God,Regular,No,162.88
550,3,1,2180,1,1946,98040,No,No,God,Regular,No,323.39
551,3,3,4380,2,1952,98199,No,No,Really Good,Good,No,331.05
552,3,1,1790,2,1949,98155,No,No,Regular,Regular,No,251.96
553,2,1,750,1,1943,98055,No,No,God,Regular,No,348.0
554,3,1,1300,1,1956,98028,No,No,Really Good,Regular,No,304.62
555,4,2,2990,2,1999,98059,No,No,Regular,Good,No,242.47
556,7,3,4640,2,1965,98040,No,Yes,Regular,Good,Yes,420.26
557,4,1,1400,1,1959,98188,No,No,Regular,Regular,No,170.0
558,6,1,2750,2,1973,98052,No,No,God,Regular,No,272.73
559,4,2,2050,2,1998,98042,No,No,Regular,Regular,No,161.71
560,4,3,2230,1,1978,98065,No,No,Regular,Regular,No,206.28
561,4,2,2340,1,1982,98092,No,No,God,Regular,No,173.06
562,3,2,2870,2,2014,98103,No,No,Regular,Good,No,306.62
563,4,2,4120,2,1997,98074,No,No,Regular,Good,No,209.47
564,3,1,2080,1,1960,98005,No,No,Regular,Regular,No,307.07
565,3,2,1840,2,2008,98053,No,No,Regular,Regular,No,236.41
566,3,1,1180,1,1959,98178,No,No,God,Regular,No,220.34
567,5,2,2160,1,1927,98105,No,No,Really Good,Regular,No,310.88
568,3,1,1180,1,1907,98109,No,No,Regular,Regular,No,516.95
569,2,0,1160,1,1937,98014,No,No,God,Regular,No,349.14
570,4,2,1830,2,2003,98038,No,No,Regular,Regular,No,185.19
571,4,4,3200,2,2004,98075,No,No,Regular,Good,No,225.0
572,5,3,2560,1,1927,98108,No,No,God,Regular,No,172.66
573,5,2,2550,1,1902,98122,No,No,Really Good,Regular,No,254.9
574,3,1,1330,1,1981,98058,No,No,Regular,Regular,No,198.12
575,2,1,1220,1,1963,98038,No,No,God,Regular,No,245.9
576,3,2,1805,2,2009,98002,No,No,Regular,Regular,No,147.37
577,4,4,6050,2,2009,98077,No,No,Regular,Good,No,153.72
578,4,2,2320,2,2004,98028,No,No,Regular,Regular,No,228.45
579,3,1,1384,1,1965,98023,No,No,God,Regular,No,130.06
580,3,2,2720,2,2005,98065,No,No,Regular,Good,No,227.57
581,3,1,1820,1,1962,98003,No,No,God,Regular,No,145.05
582,2,2,2130,1,1941,98116,No,No,God,Regular,No,342.72
583,4,2,2060,2,1975,98034,No,No,Regular,Regular,No,213.11
584,4,1,1420,1,1981,98031,No,No,God,Regular,No,189.08
585,3,1,1510,1,1985,98045,No,No,Regular,Regular,No,218.54
586,3,2,2160,1,1903,98122,No,No,Regular,Regular,Yes,296.3
587,3,2,3180,2,1978,98074,No,No,God,Good,No,283.02
588,3,2,2110,2,1985,98038,No,No,God,Regular,No,175.36
589,3,2,2060,1,1931,98144,No,No,Really Good,Regular,No,332.52
590,3,1,1830,1,1981,98053,No,No,Regular,Regular,No,275.96
591,3,1,1820,1,1966,98022,No,No,God,Regular,No,145.6
592,3,2,1610,2,2006,98055,No,No,Regular,Regular,No,180.12
593,4,2,1780,2,2006,98038,No,No,Regular,Regular,No,166.29
594,4,2,1840,2,1996,98178,No,No,Regular,Regular,No,195.65
595,3,1,1460,1,1997,98168,No,No,Regular,Regular,No,164.73
596,2,2,1400,2,2007,98126,No,No,Regular,Regular,No,266.07
597,3,2,3370,2,2004,98045,No,No,Regular,Good,No,176.56
598,4,3,3590,2,1997,98023,No,No,Regular,Good,No,143.45
599,4,2,3200,2,1962,98040,No,No,God,Good,No,381.25
600,2,1,1670,1,2004,98053,No,No,Regular,Regular,No,303.59
601,4,2,2420,1,1984,98092,No,No,Regular,Good,No,165.27
602,3,1,1430,2,1994,98010,No,No,Regular,Regular,No,129.37
603,3,1,1440,1,1980,98052,No,No,Regular,Regular,No,319.44
604,3,2,1450,2,1985,98029,No,No,Regular,Regular,No,300.34
605,4,2,3550,1,1966,98188,No,No,Really Good,Regular,No,132.11
606,2,3,1270,2,2000,98103,No,No,Regular,Regular,No,418.11
607,2,1,940,1,1949,98177,No,No,Regular,Regular,No,471.81
608,3,2,1670,1,1990,98042,No,No,Regular,Regular,No,133.53
609,4,3,3100,2,1996,98028,No,No,Regular,Regular,No,190.32
610,2,2,1100,3,1997,98103,No,No,Regular,Regular,No,309.09
611,3,2,1870,1,1925,98199,No,No,God,Regular,No,347.59
612,3,2,1930,2,1990,98029,No,No,God,Regular,No,276.48
613,3,2,2540,2,2005,98074,No,No,Regular,Good,No,273.62
614,3,1,1280,1,1988,98031,No,No,God,Regular,No,189.06
615,3,2,1820,1,1967,98125,No,No,Regular,Regular,No,233.52
616,3,2,1490,2,1981,98052,No,No,Regular,Regular,No,352.35
617,3,2,1880,2,1988,98029,No,No,Regular,Regular,No,257.98
618,3,1,1250,1,1971,98045,No,No,Regular,Regular,No,140.0
619,3,2,1440,1,1983,98092,No,No,Regular,Regular,No,145.83
620,3,2,1920,2,1989,98031,No,No,Regular,Regular,No,135.42
621,3,2,2060,1,1976,98116,No,No,Regular,Regular,No,280.1
622,3,1,1210,1,1958,98002,No,No,God,Regular,No,165.29
623,2,1,1760,1,1927,98117,No,No,God,Regular,No,343.75
624,3,1,990,1,1947,98133,No,No,God,Regular,No,328.28
625,3,1,960,1,1944,98178,No,No,God,Regular,No,301.56
626,3,2,1660,3,2014,98144,No,No,Regular,Good,No,337.32
627,3,1,1900,1,1941,98115,No,Yes,God,Regular,No,548.68
628,3,2,1270,1,1970,98199,No,No,Regular,Regular,No,427.95
629,4,2,3250,2,1983,98042,No,No,God,Good,No,147.69
630,3,1,960,1,1982,98022,No,No,Really Good,Regular,No,227.08
631,2,1,1330,1,1914,98199,No,No,God,Regular,Yes,424.81
632,3,1,2080,1,1968,98056,No,No,Really Good,Regular,No,205.14
633,3,2,2690,1,1957,98028,No,No,Regular,Regular,No,241.64
634,2,1,890,1,1910,98105,No,No,Regular,Regular,No,608.99
635,3,1,1070,1,1977,98052,No,No,Regular,Regular,No,387.85
636,3,1,1200,1,1953,98002,No,No,God,Regular,No,178.33
637,3,1,1360,2,1949,98188,No,No,Really Good,Regular,No,180.15
638,3,2,2050,1,1993,98003,No,No,Regular,Regular,No,153.41
639,3,1,3000,2,1924,98116,No,No,Really Good,Good,No,373.33
640,2,2,1300,1,1963,98136,No,No,Regular,Regular,No,290.77
641,4,2,2250,1,1982,98001,No,No,Regular,Regular,No,135.56
642,5,2,3740,1,1978,98028,No,No,God,Regular,No,159.09
643,3,2,1660,3,2015,98116,No,Yes,Regular,Good,No,439.46
644,3,2,2360,2,2003,98065,No,No,Regular,Regular,No,182.2
645,3,1,1760,1,1987,98038,No,No,Regular,Regular,No,136.36
646,3,1,1680,1,1916,98136,No,No,Regular,Regular,No,324.4
647,3,1,1320,1,1918,98105,No,No,Regular,Regular,No,401.52
648,1,1,870,1,1939,98198,No,No,Regular,Regular,No,180.46
649,4,1,1260,1,1925,98146,No,No,Regular,Regular,No,337.3
650,3,1,1000,1,1944,98166,No,No,Regular,Regular,No,220.0
651,4,1,2020,1,1976,98077,No,No,God,Regular,No,257.92
652,3,1,1920,1,1952,98118,No,No,Regular,Regular,No,169.27
653,3,2,2150,1,1911,98126,No,No,God,Regular,No,277.91
654,3,2,1470,2,1999,98065,No,No,Regular,Regular,No,229.25
655,3,2,3180,2,1991,98052,No,No,Regular,Good,No,314.47
656,3,2,3930,1,1957,98034,Yes,No,God,Regular,No,781.17
657,3,1,990,1,1943,98105,No,No,Regular,Regular,No,500.0
658,4,3,2770,2,2001,98052,No,No,Regular,Regular,No,270.04
659,3,1,1250,1,1953,98004,No,No,God,Regular,No,710.4
660,3,1,1140,1,1986,98045,No,No,Regular,Regular,No,236.75
661,4,2,2250,1,1967,98027,No,No,Regular,Regular,No,220.67
662,3,2,1640,2,1969,98155,No,No,Regular,Regular,No,289.63
663,3,1,1255,3,2004,98125,No,No,Regular,Regular,No,248.61
664,3,1,1290,1,1976,98072,No,No,Regular,Regular,No,250.39
665,3,1,1300,1,1986,98059,No,No,Regular,Regular,No,254.62
666,3,1,1220,3,2007,98133,No,No,Regular,Regular,No,250.82
667,4,2,2630,3,2002,98117,No,No,Regular,Regular,No,249.05
668,3,1,1950,1,1959,98003,No,No,God,Regular,No,148.72
669,4,3,3160,2,1965,98105,No,No,Really Good,Good,No,395.57
670,3,1,1550,1,1949,98115,No,No,God,Regular,No,296.77
671,4,2,1700,1,1940,98115,No,No,God,Regular,No,255.88
672,4,2,2510,1,1978,98006,No,No,Really Good,Regular,No,264.54
673,4,1,1800,2,1921,98102,No,No,God,Regular,No,480.56
674,3,1,1800,1,1968,98058,No,No,Regular,Regular,No,213.89
675,3,2,1870,1,1975,98034,No,No,Regular,Regular,No,265.78
676,2,1,1010,1,1925,98045,No,No,God,Regular,No,277.23
677,2,1,1120,1,1924,98178,No,No,Regular,Regular,No,167.86
678,3,1,2090,1,1969,98136,No,No,Regular,Regular,No,228.95
679,4,3,4370,2,2001,98065,No,No,Regular,Good,No,262.01
680,3,2,1440,1,1981,98023,No,No,God,Regular,No,154.17
681,4,3,2580,2,1984,98053,No,No,Regular,Regular,No,309.69
682,4,2,3190,2,2006,98038,No,No,Regular,Good,No,191.19
683,4,3,2380,2,1995,98106,No,No,God,Regular,No,173.53
684,4,1,1420,1,1930,98115,No,No,Regular,Regular,No,281.69
685,5,2,2990,2,2014,98006,No,No,Regular,Good,No,268.41
686,3,2,2680,2,1990,98023,No,No,Regular,Regular,No,119.4
687,4,2,2730,2,2006,98065,No,No,Regular,Regular,No,185.71
688,3,1,1220,1,1946,98115,No,No,Regular,Regular,No,317.62
689,3,1,1500,1,1967,98072,No,No,Regular,Regular,No,264.0
690,3,1,1830,1,1958,98055,No,Yes,Regular,Regular,No,203.83
691,5,2,4570,2,1965,98040,No,No,Really Good,Good,No,324.92
692,4,2,2470,2,1983,98058,No,No,Regular,Regular,No,145.71
693,2,1,800,1,1927,98115,No,No,Regular,Regular,No,512.5
694,4,2,2900,2,1992,98053,No,No,Regular,Good,No,237.93
695,3,2,1410,1,1985,98030,No,No,Regular,Regular,No,173.76
696,5,2,2830,1,1979,98075,No,Yes,Really Good,Regular,No,247.35
697,4,1,1680,1,1977,98198,No,No,Regular,Regular,No,159.52
698,3,1,1760,1,1979,98042,No,No,Regular,Regular,No,127.84
699,4,2,2240,2,1976,98004,No,No,Regular,Regular,No,437.5
700,2,1,1380,1,1905,98106,No,No,Regular,Regular,No,576.09
701,2,1,820,1,1953,98118,No,No,Regular,Regular,No,237.8
702,4,2,2180,1,1950,98005,No,No,Bad,Regular,No,220.18
703,4,2,1400,1,1900,98119,No,No,Regular,Regular,No,346.43
704,2,1,880,1,1928,98188,No,No,Regular,Regular,No,147.73
705,2,1,1060,1,1946,98198,No,No,God,Regular,No,306.6
706,3,1,1530,1,1984,98034,No,No,God,Regular,No,287.58
707,4,1,2480,1,1958,98155,No,No,Regular,Regular,No,221.77
708,3,1,1490,1,1967,98059,No,No,Really Good,Regular,No,208.05
709,3,2,3660,2,1989,98022,No,No,God,Good,No,144.81
710,4,2,2340,2,1993,98031,No,No,Regular,Regular,No,166.67
711,3,1,1450,1,1981,98001,No,No,God,Regular,No,167.59
712,4,2,2210,2,1990,98074,No,No,Regular,Good,No,289.14
713,4,1,1130,1,1969,98003,No,No,God,Regular,No,190.27
714,5,1,1550,1,1961,98011,No,No,Regular,Regular,No,261.29
715,4,1,1710,1,1968,98032,No,No,Really Good,Regular,No,146.2
716,3,1,1010,1,1954,98155,No,No,Really Good,Regular,No,401.49
718,6,2,2660,2,1937,98125,No,No,Regular,Regular,Yes,274.44
719,3,2,1300,1,1994,98010,No,No,Regular,Regular,No,205.38
720,3,2,1670,2,2002,98038,No,No,Regular,Regular,No,173.62
721,2,1,960,1,1911,98103,No,No,Really Good,Regular,No,588.54
722,4,3,4670,2,1988,98005,No,No,God,Good,No,337.9
723,3,2,2140,2,2007,98052,No,No,Regular,Regular,No,297.2
724,5,3,2520,1,2004,98178,No,No,Regular,Regular,No,138.89
725,3,1,1650,1,1978,98058,No,No,Really Good,Regular,No,193.94
726,2,1,1440,1,1978,98198,No,No,God,Regular,No,145.83
727,2,1,1050,1,1950,98126,No,No,Regular,Regular,No,233.33
728,3,1,1470,1,1983,98059,No,No,Regular,Regular,No,223.13
729,4,2,4230,2,1989,98077,No,No,Regular,Good,No,232.86
730,3,1,1970,1,1976,98055,No,No,Really Good,Regular,No,254.31
731,3,2,1540,2,1992,98045,No,No,Regular,Regular,No,204.55
732,3,2,2090,2,2012,98019,No,No,Regular,Regular,No,192.82
733,3,2,2380,2,1934,98155,No,No,God,Regular,No,231.09
734,4,2,2156,2,2012,98030,No,No,Regular,Good,No,161.18
735,4,2,2070,2,1986,98058,No,No,God,Regular,No,176.33
736,3,1,1910,1,1951,98117,No,No,God,Regular,No,307.85
737,3,1,1920,1,1977,98006,No,No,God,Regular,No,315.1
738,3,3,3400,2,1937,98105,No,No,God,Good,No,382.35
739,3,2,1400,1,1974,98001,No,No,Regular,Regular,No,166.43
740,4,2,2210,2,1997,98030,No,No,Regular,Regular,No,162.9
741,2,1,1170,1,1929,98117,No,No,Regular,Regular,No,392.31
742,3,2,2100,1,1995,98077,No,No,God,Good,No,352.38
743,3,1,1160,1,1967,98077,No,No,Regular,Regular,No,262.93
744,3,1,1500,1,1925,98117,No,No,Regular,Regular,No,263.33
745,4,2,2940,2,2000,98011,No,No,Regular,Regular,No,190.48
746,4,1,2010,1,1963,98116,No,Yes,God,Regular,No,323.38
747,3,2,2170,2,2003,98028,No,No,Regular,Regular,No,207.35
748,3,1,1430,1,1940,98117,No,No,God,Regular,No,361.89
749,4,1,1510,1,1970,98034,No,No,Regular,Regular,No,288.08
750,3,1,1150,1,1952,98155,No,No,Regular,Regular,No,286.96
751,3,1,2150,1,1960,98116,No,No,Really Good,Regular,No,441.86
752,3,1,1370,1,1944,98108,No,No,Really Good,Regular,No,326.28
753,2,2,2380,1,2010,98053,No,No,Regular,Regular,No,294.03
754,3,1,1370,1,1911,98112,No,No,Really Good,Regular,Yes,620.44
755,3,1,1600,1,1979,98023,No,No,Regular,Regular,No,197.81
756,5,3,3750,1,1981,98006,No,No,God,Good,No,251.33
757,2,2,3950,2,1991,98116,No,No,Regular,Good,No,331.65
758,4,2,2400,1,1964,98005,No,No,God,Good,No,356.92
759,5,1,2830,2,1918,98118,No,No,God,Regular,No,143.32
760,4,2,2440,2,1996,98053,No,No,Regular,Regular,No,231.56
761,3,2,1190,2,2008,98116,No,No,Regular,Regular,No,336.13
762,3,2,1400,1,1997,98019,No,No,Regular,Regular,No,235.71
763,4,2,2730,2,2005,98038,No,No,Regular,Regular,No,137.34
764,3,2,2390,1,1983,98056,No,No,Really Good,Regular,No,169.58
765,3,2,2060,2,1984,98074,No,No,Regular,Regular,No,271.84
766,4,2,2490,1,1961,98004,No,No,God,Regular,No,330.92
767,3,1,1100,1,1984,98042,No,No,Really Good,Regular,No,236.36
768,4,2,2430,1,1965,98115,No,No,Really Good,Regular,No,312.76
769,3,2,3170,2,1995,98023,No,No,Regular,Good,No,127.76
770,4,2,2640,2,1987,98058,No,No,Regular,Regular,No,162.84
771,3,1,1130,1,1961,98056,No,No,God,Regular,No,302.21
772,5,2,1940,1,1957,98177,No,No,Regular,Regular,No,239.82
773,2,2,1100,1,1912,98117,No,No,Regular,Regular,Yes,409.09
774,3,1,1200,1,1955,98006,No,No,God,Regular,No,325.0
775,3,2,2000,1,1963,98008,No,No,God,Regular,No,210.0
776,3,2,1890,2,2002,98168,No,No,Regular,Regular,No,142.83
777,4,2,1910,1,1910,98122,No,No,Regular,Regular,No,258.12
778,4,2,2710,2,1998,98092,No,No,Regular,Good,No,136.53
779,5,4,4860,1,1905,98112,No,Yes,Really Good,Good,No,462.96
780,3,1,1250,1,1967,98059,No,No,Really Good,Regular,No,244.0
781,3,1,1590,1,1938,98034,No,No,Really Good,Regular,No,251.57
782,3,1,1240,2,2009,98133,No,No,Regular,Regular,No,258.06
783,4,1,2000,2,1911,98103,No,No,God,Regular,No,357.5
784,6,2,3610,1,1966,98008,No,No,God,Regular,No,180.06
785,5,1,1930,1,1966,98023,No,No,God,Regular,No,112.95
786,2,1,1280,1,1964,98117,No,No,Regular,Regular,No,390.62
787,4,2,2090,1,1984,98027,No,No,God,Regular,No,220.1
788,3,1,1940,1,1969,98003,No,No,God,Regular,No,119.85
789,3,2,1800,2,1990,98106,No,No,God,Regular,No,226.78
790,3,1,1730,1,1980,98052,No,No,God,Regular,No,301.73
791,4,2,2810,2,1982,98074,No,No,Regular,Good,No,240.21
792,4,3,3550,1,1999,98006,No,No,Regular,Good,No,381.69
793,4,1,1330,1,1952,98168,No,No,Regular,Regular,No,187.93
794,2,1,750,1,1950,98168,No,No,Regular,Regular,No,280.0
795,4,1,1760,1,1947,98133,No,No,Regular,Regular,No,244.29
796,4,2,3200,2,1993,98053,No,No,Regular,Good,No,230.47
797,4,2,1740,1,1958,98033,No,No,Really Good,Regular,No,408.05
798,3,2,2100,2,1999,98065,No,No,Regular,Regular,No,223.81
799,4,3,4270,1,1993,98077,No,No,God,Good,No,257.61
800,3,2,1340,1,1913,98103,No,No,Regular,Regular,No,485.07
801,4,2,3190,1,1967,98006,No,No,Really Good,Good,No,381.19
